Age,Salary,YearsAtCompany,JobSatisfaction,WorkHours,Promotions,DistanceFromHome,Attrition
51,172531,13,9,32,2,33,0
45,30057,1,1,61,3,36,1
33,174805,17,4,46,1,7,0
26,44157,5,10,71,5,23,1
29,60030,31,6,34,3,46,0
56,175685,20,9,40,1,26,0
40,133612,27,3,67,3,14,0
38,140080,26,3,33,4,42,0
41,108028,1,5,68,0,28,1
24,161260,32,7,48,0,24,0
53,54680,15,5,68,0,7,1
47,127302,21,8,75,4,48,1
27,61445,12,5,78,5,36,1
26,30796,1,7,52,5,39,1
35,72218,13,6,46,4,15,0
38,195203,27,10,42,0,49,1
52,164195,6,2,56,0,3,0
31,164294,17,3,30,1,48,1
40,49074,3,4,31,1,2,0
44,141088,29,5,47,2,7,0
35,185897,23,9,65,3,16,0
27,61839,19,6,74,1,21,1
41,132112,30,1,62,1,9,0
46,152514,23,3,65,1,12,0
34,93322,6,7,31,1,29,0
57,81321,25,8,33,4,24,0
41,135100,12,7,45,2,33,0
38,182060,7,5,33,1,14,0
25,60507,4,10,38,5,43,0
23,124244,12,8,78,3,18,1
43,150788,28,9,50,1,5,0
46,120251,19,7,52,4,15,0
57,48806,13,9,31,5,7,0
44,155364,31,1,32,0,25,0
39,61901,26,9,52,0,14,0
45,173115,24,3,55,2,40,1
41,165824,3,6,76,0,36,1
32,198688,20,8,36,1,35,0
53,77127,17,3,65,4,44,1
24,25453,14,4,73,2,24,1
27,100432,23,7,62,5,15,0
42,147872,7,7,78,1,11,0
53,112362,27,4,65,0,24,1
37,35976,20,9,33,3,11,0
44,139176,15,3,52,1,44,1
54,124122,15,8,54,3,17,0
48,95404,34,8,70,5,6,0
59,106932,16,4,55,3,21,1
42,122170,8,7,57,5,8,0
37,102707,34,4,57,2,15,0
54,189760,28,1,50,4,32,1
26,118789,17,1,39,0,10,0
26,121516,11,1,56,0,28,1
54,158089,18,2,44,1,15,1
21,32957,21,6,46,0,12,0
30,132724,14,10,68,2,43,1
41,160864,0,5,64,0,18,1
25,38237,1,2,34,1,37,1
22,76586,7,8,45,0,44,1
42,44252,21,9,52,4,24,0
22,166779,24,7,68,5,37,1
30,190278,1,9,77,3,29,1
54,28543,8,4,38,3,10,0
36,129647,8,7,62,5,14,0
59,60031,12,5,64,3,16,0
42,199001,5,5,69,4,37,1
32,90747,29,3,79,2,11,1
44,80311,14,9,53,1,26,0
58,90867,14,10,53,4,40,0
30,113780,6,5,79,1,19,1
55,82196,10,6,53,2,18,0
52,98705,1,3,48,4,30,1
27,82894,9,10,68,0,32,1
41,112640,16,7,54,2,23,0
40,39591,6,9,60,3,12,0
46,122247,3,9,67,4,13,0
24,25727,34,10,54,2,21,0
42,177431,30,10,56,2,21,0
35,68822,24,5,61,4,29,1
41,128399,12,7,40,3,29,0
35,137113,17,3,34,5,27,1
42,155431,20,6,73,3,29,1
48,167001,0,8,62,2,15,0
34,153588,7,8,48,1,47,1
47,85091,20,2,72,5,12,1
48,179591,20,6,76,5,41,1
46,173465,26,7,45,2,19,0
22,190390,18,7,64,4,12,0
45,119192,22,3,40,4,23,0
23,135805,34,9,40,4,5,0
28,184912,4,2,39,3,26,0
53,143089,7,3,63,0,10,1
55,114367,10,2,34,4,22,0
26,38265,15,9,52,4,39,1
59,161496,23,4,54,5,23,0
43,176697,20,2,58,1,11,1
45,104622,22,3,69,1,28,1
39,185259,7,4,42,2,31,1
25,60929,6,10,76,2,8,1
31,86892,1,6,61,2,39,1
32,176611,29,5,63,4,48,1
30,81630,12,3,41,1,28,1
28,165287,22,10,53,2,16,0
44,195457,28,8,69,1,46,1
48,156025,19,8,50,4,47,1
56,112580,32,7,58,5,31,0
57,102462,28,3,52,4,41,1
41,138396,14,1,62,2,48,1
28,122037,22,5,37,4,16,0
29,120310,2,1,71,4,5,1
35,181080,28,6,42,1,35,0
38,73928,7,7,34,0,25,0
40,114876,21,5,70,3,13,0
26,49976,28,4,39,2,29,0
32,149984,1,2,43,0,27,1
22,183698,0,5,53,5,40,1
27,123256,19,9,40,2,17,0
36,125537,20,4,75,0,37,1
23,160772,7,2,32,4,38,1
23,134331,26,6,58,2,29,0
47,32526,34,8,77,0,34,1
58,128863,5,2,59,3,30,1
53,195572,18,9,78,4,31,1
48,98366,17,7,66,2,22,0
21,81096,0,2,36,5,46,1
28,163982,24,5,46,5,25,0
57,96185,26,5,49,2,4,0
52,75248,6,7,40,0,35,1
57,158023,28,5,73,2,41,1
24,104888,30,6,54,4,44,1
50,119533,18,9,53,1,9,0
26,66954,5,3,31,5,26,0
39,114719,24,3,56,0,27,1
52,164876,30,8,48,3,27,0
29,25595,8,10,58,2,18,0
32,54592,19,6,66,4,30,1
31,65643,9,10,40,2,45,0
36,87665,26,3,48,3,46,1
21,176895,12,2,57,4,31,1
41,30972,1,2,68,3,42,1
50,40882,20,2,50,4,3,0
33,179841,32,5,55,1,29,0
54,50020,23,5,51,5,7,0
24,198820,33,1,35,4,18,0
48,127621,8,2,40,3,16,0
58,110374,1,2,43,0,49,1
51,69912,29,4,65,5,32,1
47,37879,21,7,69,1,38,1
25,58798,10,3,70,2,25,1
45,132791,16,5,31,1,44,0
23,100791,12,9,72,1,32,1
53,91983,6,5,49,2,19,1
24,199077,15,9,51,4,3,0
45,158922,32,1,68,1,35,1
40,184472,0,9,33,5,29,0
54,36953,10,5,58,1,11,0
46,131410,5,8,75,0,6,1
25,150155,19,5,53,5,19,0
55,179607,34,6,30,0,37,0
48,106029,25,8,53,5,45,0
49,29055,11,2,59,3,27,1
29,63170,29,3,41,2,5,0
58,124976,27,9,48,5,26,0
26,53251,26,5,66,5,35,1
39,160604,18,5,69,4,19,0
31,160996,4,9,72,4,17,0
22,73037,4,10,33,3,35,0
29,117115,26,3,44,4,47,1
41,102926,27,4,49,4,49,1
44,95400,25,7,73,0,13,1
54,124525,26,2,49,4,14,0
42,126164,20,8,50,4,30,0
23,166774,0,5,39,3,48,1
32,131732,27,1,59,3,43,1
48,40385,14,3,53,1,17,1
50,34336,16,9,77,4,37,1
46,90421,25,5,69,4,15,0
41,187297,19,8,69,5,18,0
48,61021,24,1,67,4,48,1
46,159854,12,7,32,0,14,0
53,142369,32,7,58,5,14,0
41,74111,24,8,37,4,45,1
55,114402,7,3,58,0,33,1
54,144774,4,1,39,1,38,1
38,67719,5,9,34,5,11,0
31,150695,22,1,40,2,11,0
43,159585,29,6,33,4,48,0
42,169407,13,9,78,5,26,1
37,129126,22,2,64,3,3,0
25,102658,10,4,79,5,25,1
31,190912,30,2,69,3,17,1
50,56007,5,4,41,4,22,1
35,131833,10,2,50,0,29,1
47,143637,12,1,45,3,46,1
55,145721,11,3,43,5,26,0
53,118220,1,8,50,5,34,0
40,51393,34,5,77,3,26,1
36,82480,16,4,56,1,9,0
54,142243,27,5,65,1,40,1
22,113290,27,6,30,1,11,0
55,129263,21,6,30,3,7,0
48,165179,6,5,51,3,30,1
59,30993,14,6,44,5,2,0
26,118650,31,9,49,4,30,0
29,142595,10,5,32,4,4,0
40,77066,23,6,43,0,14,0
21,136850,2,4,38,3,13,0
28,67942,29,3,48,4,25,0
43,41138,5,6,69,4,13,1
23,143558,1,5,63,1,13,1
24,34190,13,4,33,1,37,0
45,117259,17,5,62,1,44,1
58,103422,30,7,72,2,6,0
35,107315,12,1,66,4,26,1
41,54086,25,1,31,1,14,0
55,173394,11,1,56,1,8,0
34,150604,17,2,74,3,24,1
56,125814,8,9,46,5,22,0
32,144324,20,5,78,1,40,1
37,153921,23,9,79,3,39,1
59,28435,33,5,60,0,49,1
29,126505,7,7,70,1,21,1
55,78331,32,6,35,5,43,0
33,185014,22,2,60,3,26,1
35,185131,12,3,32,5,10,0
38,138457,13,5,69,1,13,1
53,77389,13,4,32,0,42,1
26,78014,15,6,62,1,14,0
47,188898,25,8,42,3,9,0
43,55297,25,8,50,0,7,0
47,68890,0,3,66,0,39,1
54,46322,31,4,45,0,31,1
58,60739,14,1,50,2,16,1
34,165791,20,2,77,3,8,1
56,104553,17,9,73,2,48,1
28,33314,29,10,42,5,15,0
55,118831,12,10,33,0,25,0
39,100164,23,2,60,2,47,1
50,132658,29,6,38,1,38,0
34,102028,1,7,77,2,41,1
40,61113,18,6,62,4,15,0
45,142174,24,8,66,5,25,1
44,171429,13,9,66,0,7,0
34,45365,5,8,53,0,26,1
46,64029,11,5,54,5,8,0
58,26737,19,8,70,5,18,1
43,156042,22,10,58,3,21,0
42,110474,29,10,69,1,16,0
39,103218,29,9,79,5,47,1
23,183571,29,8,76,5,3,0
39,153692,29,2,65,3,1,0
29,153411,33,2,44,5,13,0
48,197106,15,3,74,2,32,1
40,25294,23,7,47,4,12,0
27,49596,13,9,49,4,31,0
34,123185,25,8,34,4,41,0
29,36434,7,9,47,5,2,0
39,83382,13,6,69,4,41,1
34,63098,30,1,30,1,8,0
58,29655,1,4,48,2,25,1
56,108029,3,6,52,4,5,0
37,71228,0,6,55,0,45,1
50,28771,19,8,78,5,2,0
29,99099,13,1,58,2,42,1
53,145811,24,2,63,1,38,1
45,87257,24,2,48,4,39,1
34,42558,2,6,77,1,3,1
31,83436,4,7,47,5,46,1
55,132779,25,2,31,4,48,1
34,149891,3,5,56,0,38,1
50,57376,6,6,35,2,22,0
24,102924,29,4,68,0,40,1
24,54332,29,1,35,4,33,0
48,156001,18,3,35,3,32,1
28,71737,34,10,60,2,47,0
22,155912,32,9,70,1,17,0
42,114031,32,6,69,4,18,0
36,45991,13,2,59,0,3,0
49,52472,9,9,50,5,6,0
50,84946,27,4,70,3,49,1
32,182921,13,8,73,5,13,0
55,26541,15,10,47,4,31,0
31,154237,20,7,52,1,17,0
41,27765,27,3,67,0,21,1
41,68074,32,8,52,2,16,0
25,127795,5,4,57,3,17,1
40,185355,14,2,65,4,32,1
57,126387,2,5,54,4,1,0
23,156841,34,1,36,4,48,1
53,173878,13,8,47,4,38,1
29,27972,1,8,49,0,8,0
29,174328,28,3,34,2,1,0
24,128903,3,1,47,1,2,0
55,174725,25,4,71,3,47,1
37,128579,11,9,69,4,37,1
54,64339,1,9,62,5,24,0
44,181829,16,1,44,4,27,0
52,128376,34,7,64,2,20,0
21,67399,9,6,76,2,47,1
28,69013,21,7,75,0,21,1
43,170778,20,7,30,0,42,0
32,194303,14,8,50,5,37,0
32,52909,34,8,37,5,35,0
35,182541,20,10,36,0,38,0
39,157385,20,2,70,3,15,1
46,163919,20,4,79,5,46,1
49,166002,31,4,73,0,42,1
42,28285,4,10,69,4,30,1
41,148637,8,8,69,0,4,1
58,60863,17,3,59,3,43,1
40,172776,20,3,67,0,39,1
49,174777,7,2,64,0,15,1
24,156627,33,1,31,4,23,0
27,46323,9,8,75,5,41,1
48,95968,23,9,37,4,15,0
48,78915,23,9,67,4,26,0
24,134543,31,8,33,0,12,0
42,166691,32,5,66,4,18,1
32,133500,33,1,50,2,6,0
23,177297,10,9,42,1,18,0
42,136266,30,6,38,1,24,0
22,51739,17,7,74,4,38,1
44,153041,22,8,58,5,28,0
54,78019,21,5,70,3,15,1
47,32373,17,6,53,4,19,0
21,191353,19,7,45,5,5,0
28,45187,12,7,41,4,4,0
43,92863,0,2,31,0,17,1
58,122927,3,1,48,5,10,1
26,109085,23,8,59,3,12,0
42,142996,1,5,45,4,5,0
45,64220,27,10,53,2,7,0
38,155503,25,2,42,5,44,1
37,32642,22,3,34,1,23,0
32,104971,14,6,52,5,2,0
26,80556,26,10,67,2,30,1
46,189832,5,6,60,2,49,1
47,63192,34,8,46,2,45,0
28,160453,34,5,78,3,37,1
39,175630,9,5,78,3,5,1
21,55782,29,7,32,5,20,0
49,29782,28,10,55,3,26,0
55,175534,3,5,42,1,44,1
34,85030,4,9,73,0,44,1
55,81411,3,6,67,5,39,1
40,122469,15,7,51,4,6,0
33,71950,24,8,50,4,29,0
58,158595,13,5,58,5,10,0
28,165749,10,4,74,0,16,1
40,171161,28,8,75,4,34,1
53,160653,33,10,68,5,31,0
46,167979,21,9,34,5,36,0
59,161681,13,1,43,2,41,1
41,75539,23,3,47,1,5,0
29,47936,25,4,33,4,33,0
44,75182,15,7,62,1,43,1
57,136259,31,6,68,5,19,0
37,120042,5,10,49,0,32,0
44,38163,33,10,42,5,23,0
41,168609,7,1,65,4,3,1
59,47419,29,4,74,1,1,0
59,198650,26,6,33,2,36,0
33,146211,6,3,64,2,41,1
31,147762,26,2,37,5,28,0
39,25834,24,2,69,0,48,1
31,57214,14,10,78,3,39,1
33,27413,24,4,76,4,5,1
21,34505,21,1,65,5,13,1
39,127802,17,10,35,2,11,0
32,158177,11,2,51,2,46,1
28,153303,22,10,35,0,22,0
28,139897,24,2,71,2,49,1
32,83408,9,4,65,4,23,1
53,193751,29,4,38,0,12,0
46,141908,9,1,45,1,21,1
59,104731,33,7,68,0,19,0
48,90131,12,7,75,4,5,0
25,89280,28,10,67,4,24,0
28,40762,8,10,62,1,30,1
45,142798,12,10,47,5,8,0
47,141854,13,1,41,0,2,0
43,83703,8,8,56,4,49,1
50,88079,7,10,76,4,34,1
43,46577,2,7,30,1,23,0
40,26214,32,7,44,3,3,0
38,111339,31,6,76,0,24,1
38,73114,6,4,56,4,18,0
22,88230,18,8,45,2,47,0
24,189052,33,2,50,1,37,1
50,92194,13,7,30,3,49,1
53,137333,18,3,58,3,31,1
56,62792,25,3,32,1,14,0
38,70807,16,7,41,3,1,0
57,150266,27,3,57,4,14,0
39,178373,18,5,68,3,41,1
48,161213,26,8,66,0,5,0
40,129292,18,4,60,2,31,1
53,147984,32,7,60,4,31,0
32,38777,6,7,62,1,30,1
35,63346,28,2,62,2,36,1
59,79703,4,8,76,5,1,0
22,119977,29,10,69,4,3,0
49,72819,7,10,40,2,20,0
30,184541,11,9,75,3,43,1
22,159917,12,6,58,5,48,1
31,135186,25,5,54,1,43,1
33,48290,17,1,42,1,21,1
30,137551,19,1,73,0,30,1
34,186771,15,9,48,3,42,1
38,123682,2,4,65,0,44,1
29,159365,26,1,57,0,30,1
59,143017,14,10,33,3,5,0
48,144496,33,3,32,4,10,0
23,82089,21,6,67,5,24,0
40,172680,22,8,66,0,45,1
26,153713,3,10,72,2,39,1
47,41619,22,2,54,5,48,1
22,103006,8,8,70,4,6,0
49,39779,23,1,64,3,10,0
58,46630,20,2,58,1,42,1
23,130575,15,8,70,4,43,1
36,140436,24,7,58,0,10,0
50,168250,25,5,41,2,25,0
22,176007,8,10,64,5,14,0
37,47784,14,2,49,3,47,1
32,179099,32,9,46,1,39,0
55,137167,0,5,41,5,13,0
21,92359,4,8,79,2,11,0
35,103608,8,4,65,1,39,1
46,40111,5,9,39,3,11,0
57,188384,27,10,47,5,46,0
41,49161,25,7,59,4,49,1
51,143920,27,2,37,0,16,0
45,129823,14,3,70,3,33,1
43,150014,5,2,42,2,41,1
44,155466,26,5,60,4,41,1
58,92313,3,2,35,5,32,1
48,180086,10,5,36,1,10,0
41,105308,20,9,50,4,15,0
38,71389,29,2,67,4,16,1
56,174233,17,9,72,2,43,1
55,132800,34,7,78,0,27,1
29,163562,2,7,57,4,49,1
58,144547,11,5,73,4,45,1
50,49502,26,8,50,0,32,0
54,60757,29,7,50,0,6,0
52,66111,20,6,53,1,47,1
23,123273,20,2,56,5,48,1
23,83645,14,6,56,1,36,1
48,135218,17,2,42,0,8,0
35,84055,28,1,79,3,25,1
43,144815,20,9,58,0,7,0
31,165070,16,5,68,1,17,0
52,184978,17,10,57,2,48,1
56,126026,11,10,66,2,30,1
53,95192,10,4,58,5,2,0
44,192973,19,8,77,4,17,0
59,77021,8,5,51,2,4,0
54,54092,0,7,65,1,26,1
48,157314,2,3,59,2,14,1
57,131843,20,8,57,3,8,0
27,157903,22,8,52,0,5,0
24,75721,8,3,62,0,5,1
57,53511,18,9,33,1,5,0
21,97782,18,8,32,4,27,0
21,122003,22,1,61,0,5,1
40,174374,26,8,33,2,3,0
39,80568,26,4,30,3,38,0
49,159304,11,6,41,4,30,0
30,127062,26,10,42,4,1,0
38,129301,33,9,63,4,8,0
48,76507,32,5,58,0,13,1
55,149277,27,7,38,5,20,0
51,154999,30,1,60,4,6,0
47,125128,31,9,36,1,48,0
31,35683,19,6,42,2,8,0
58,48664,34,4,31,5,30,0
25,127364,30,6,62,3,49,1
28,189244,30,5,79,2,40,1
54,89340,21,3,36,1,15,0
32,112236,8,7,47,1,10,0
58,36017,8,3,37,5,33,1
21,61613,14,2,41,2,9,0
51,55348,12,4,72,0,49,1
24,172520,21,7,59,1,33,1
25,34491,15,5,38,4,9,0
50,146070,31,9,57,3,14,0
44,83759,1,10,33,3,32,0
23,157040,25,7,68,1,37,1
31,25368,13,9,46,4,6,0
24,60010,33,9,40,2,5,0
46,60851,7,2,31,3,4,0
47,147761,20,1,52,4,48,1
47,181568,27,4,79,4,16,1
26,152152,5,4,51,0,10,1
35,187008,19,2,55,1,31,1
50,103858,30,3,41,4,31,0
57,92005,32,3,61,2,14,0
57,62493,6,5,38,3,13,0
57,192462,7,1,72,0,4,1
55,35292,8,9,34,2,46,1
43,117377,1,8,55,3,26,0
26,184437,16,8,36,1,24,0
24,173279,16,3,58,2,9,0
38,126735,34,2,62,3,35,1
29,47912,29,1,53,0,42,1
49,105771,5,6,54,3,15,0
33,132293,3,10,60,4,24,0
37,124083,34,1,58,0,31,1
52,138655,8,5,34,2,19,0
42,175348,5,9,67,5,2,0
24,122459,12,9,74,1,2,0
25,161606,21,4,40,0,41,1
57,191742,27,7,61,0,36,0
33,136695,29,7,37,0,37,0
54,192558,1,4,49,3,34,1
42,59268,7,5,63,4,39,1
43,132338,8,9,76,5,19,1
23,51336,0,7,71,1,38,1
54,28641,12,7,37,1,23,0
52,112132,14,10,31,4,16,0
41,57959,31,7,50,3,46,1
41,169378,33,9,44,3,44,0
31,99123,30,5,35,4,6,0
59,46498,13,6,34,4,26,0
24,95198,13,3,32,2,22,0
21,52197,28,1,72,3,45,1
48,176791,18,2,72,0,47,1
44,133775,26,8,45,1,24,0
55,50032,8,1,64,3,46,1
33,84624,27,10,38,4,40,0
54,103177,23,7,64,0,21,1
31,66964,27,5,48,2,30,1
56,186100,17,6,72,5,11,0
37,136030,24,8,75,2,9,0
55,79646,34,4,63,0,12,0
38,106187,3,6,68,0,26,1
42,164608,13,3,39,4,38,1
44,142399,25,7,39,5,3,0
39,81747,7,2,49,4,33,1
57,70712,23,8,30,1,15,0
59,162345,15,7,35,5,47,1
41,96820,19,8,75,5,5,0
28,150342,14,2,31,1,24,0
48,116228,6,3,67,2,11,1
25,99353,16,4,62,0,33,1
37,117091,21,9,32,2,23,0
57,110914,21,5,65,4,10,0
56,131718,11,6,42,3,43,1
39,173199,17,1,64,4,28,1
47,36539,14,4,44,3,39,1
54,71219,15,4,74,0,17,1
31,170764,4,10,51,0,44,1
32,38334,1,8,72,5,26,1
41,184687,27,8,33,0,25,0
31,32903,26,10,46,1,36,0
59,184599,30,6,34,1,12,0
48,171701,0,8,50,3,3,0
25,83008,28,9,53,2,29,0
37,124318,0,5,60,5,44,1
40,182780,7,1,69,2,24,1
32,166932,15,1,59,3,19,1
26,173510,27,2,71,1,13,0
37,92300,21,2,36,4,16,0
39,154263,17,5,78,5,40,1
46,45842,21,7,36,3,27,0
52,67372,11,7,56,2,6,0
26,139316,18,4,53,3,42,1
56,123971,24,4,48,3,10,0
58,63744,4,10,70,0,38,1
31,141082,33,3,63,1,8,0
53,82442,9,2,51,5,18,1
44,154070,6,3,56,0,32,1
43,110990,14,8,35,1,17,0
35,146670,23,1,39,3,42,1
47,131917,25,4,74,1,2,0
31,28650,25,7,60,2,44,1
37,70117,25,5,54,5,20,0
34,116244,9,2,31,0,10,0
47,28190,16,1,39,5,9,0
38,73113,13,6,39,3,48,1
48,164861,1,5,55,2,39,1
24,57125,12,3,34,1,41,1
27,155000,26,9,51,1,25,0
55,173531,8,3,33,2,25,0
29,191490,6,2,63,1,24,1
28,136904,9,5,36,0,6,0
37,43768,8,9,79,4,30,1
37,106099,21,8,46,1,10,0
53,183957,22,6,40,3,39,0
52,112421,6,3,79,1,31,1
28,31895,8,6,37,5,18,0
39,96017,26,5,57,3,43,1
58,48932,23,1,73,1,33,1
23,46360,28,5,62,1,19,1
25,79847,16,7,54,3,23,0
33,115365,19,9,50,0,5,0
51,110468,6,1,41,4,26,1
36,63931,6,3,55,4,29,1
52,80823,27,8,58,0,24,0
42,63032,18,6,67,1,6,0
49,43807,19,5,64,4,39,1
42,167839,6,10,66,0,4,0
23,164143,5,2,75,0,48,1
30,78413,24,3,73,4,42,1
41,182221,12,2,74,3,26,1
36,40540,21,1,74,2,15,1
32,95248,16,7,58,3,13,0
22,135494,21,3,78,1,40,1
44,110435,33,7,53,3,22,0
55,44787,7,7,44,5,13,0
50,45982,17,8,35,2,39,0
50,47606,23,1,61,2,17,1
55,166222,1,5,73,0,36,1
39,137223,1,10,63,5,39,1
28,71936,26,9,65,1,48,1
46,118286,13,7,49,0,25,1
27,164665,11,1,41,3,34,1
50,173430,31,8,64,3,21,0
27,62381,27,3,78,4,25,1
23,146465,27,4,67,0,25,1
21,53074,24,4,46,5,22,0
56,176667,3,10,56,0,23,0
45,69194,25,8,46,0,25,0
57,51853,2,1,40,0,14,1
21,98719,0,8,68,2,14,1
35,176733,16,9,31,4,26,0
57,143724,6,9,31,1,40,0
33,192567,4,5,58,1,30,1
28,38703,18,4,74,1,26,1
25,186887,33,4,53,2,38,1
29,185637,34,9,53,4,22,0
21,142491,15,8,45,5,39,0
56,83453,26,10,60,4,39,0
55,113478,24,10,78,2,34,1
22,58161,25,7,72,5,25,0
43,139296,13,3,38,0,36,1
29,165788,13,4,56,3,13,0
54,58349,13,9,70,0,29,1
34,72098,24,8,43,1,42,1
24,133435,3,1,74,0,9,1
50,156204,14,3,54,2,15,1
51,76990,31,10,72,1,31,0
58,93921,17,2,73,3,44,1
31,192610,13,2,51,5,27,1
55,125572,0,8,64,5,31,1
28,32213,19,6,62,1,10,0
23,149693,9,6,56,0,37,1
34,116655,9,4,69,4,7,1
33,93371,23,1,55,4,32,1
52,93274,33,7,48,5,11,0
54,132853,27,8,74,4,48,1
39,29134,26,2,68,1,45,1
58,116428,0,2,74,4,28,1
36,64601,32,1,55,2,4,0
22,98889,3,4,35,5,48,1
37,40690,6,6,32,3,45,1
54,26909,8,5,35,4,31,0
36,116239,15,4,57,2,29,1
58,105032,4,4,32,2,33,0
22,37062,33,10,42,1,4,0
22,100386,22,7,42,5,47,0
46,190803,24,7,42,1,26,0
33,161225,12,2,30,3,31,0
51,166553,23,7,69,3,31,1
54,124270,10,2,66,0,27,1
59,91425,16,4,60,3,25,1
23,109981,12,1,46,5,48,1
28,129470,26,5,38,5,36,0
43,184277,19,1,74,1,49,1
34,113887,32,4,42,2,31,0
47,106542,31,9,66,0,43,1
49,74112,7,8,43,3,37,1
59,167012,28,6,40,2,45,0
59,84010,18,8,54,1,44,1
21,49485,5,5,60,4,23,1
37,114299,20,7,43,0,35,0
50,130584,21,8,36,5,4,0
33,157139,9,7,53,2,28,1
41,45607,9,4,78,1,42,1
39,86597,28,5,65,1,41,1
39,99554,15,10,71,0,42,1
45,40187,0,6,71,0,13,1
42,28985,16,6,76,3,1,0
51,199124,29,9,73,3,12,0
37,175635,25,10,70,5,43,1
43,76514,18,2,32,5,40,1
52,43608,20,6,76,0,26,1
30,96327,16,3,73,0,46,1
30,42221,20,2,55,2,46,1
56,73506,18,6,76,3,23,1
28,45968,6,4,55,1,49,1
40,152677,16,5,30,3,22,0
52,184009,0,5,44,3,28,1
34,197903,5,3,40,0,17,0
48,199005,25,4,66,0,6,0
44,127951,1,3,36,3,14,0
35,133306,31,7,41,4,17,0
42,68601,4,1,67,4,38,1
50,97178,30,6,32,5,5,0
24,184826,11,4,71,3,13,1
33,199382,34,1,55,4,48,1
43,94893,29,1,59,5,9,0
28,111799,5,5,61,5,44,1
38,73367,14,5,65,3,42,1
32,38201,14,10,74,5,26,0
51,158811,15,7,66,0,13,1
34,38231,19,4,47,0,19,0
54,198567,12,9,30,0,48,1
38,177240,30,4,50,1,17,0
54,188696,33,7,57,0,16,0
31,166707,28,5,77,0,30,1
32,34964,2,5,45,3,32,1
35,183857,8,6,77,4,14,0
51,37336,10,8,57,4,48,1
49,102475,10,5,51,0,15,1
46,183484,24,3,48,0,12,0
38,107212,21,6,77,0,37,1
52,100379,8,2,30,5,11,0
42,70591,19,8,60,3,5,0
58,86750,20,8,71,3,11,0
37,115648,9,3,63,3,34,1
43,121134,21,8,75,4,19,0
44,191526,28,9,69,1,26,0
28,123537,8,5,35,4,26,0
26,87672,4,5,57,3,17,1
25,52228,10,6,32,2,31,0
49,39429,0,7,60,1,19,1
48,109294,0,3,45,0,44,1
31,140577,4,5,46,5,20,0
21,113074,21,1,73,4,23,1
39,93936,25,10,56,5,25,0
29,82378,5,5,53,1,28,1
47,62310,31,4,49,2,37,1
54,126827,10,1,61,1,12,1
24,191328,9,7,64,4,48,1
56,124862,33,1,42,3,1,0
38,63889,30,8,77,0,2,0
35,76428,11,10,72,3,10,0
33,135502,15,2,49,3,34,1
39,193279,2,10,77,4,32,1
26,75255,1,5,31,3,25,0
32,130824,4,6,33,3,10,0
57,30409,10,9,56,4,1,0
37,67438,24,7,54,4,32,0
43,32869,34,6,33,2,37,0
46,50958,34,5,61,3,12,0
49,175840,21,6,46,1,49,1
53,182217,21,4,30,0,18,0
47,100622,10,1,62,5,30,1
45,51442,31,9,59,0,13,0
30,106948,34,5,34,4,3,0
43,50596,30,8,41,5,21,0
41,100791,7,7,67,4,42,1
41,67406,19,8,61,2,14,0
33,65524,33,1,67,3,40,1
57,179404,3,9,46,4,10,0
53,135160,17,1,74,4,2,1
44,171836,3,3,69,0,45,1
31,183635,19,8,61,3,37,0
37,192442,8,1,53,2,11,1
24,30062,15,1,41,4,1,0
45,69645,25,6,76,4,26,1
50,147759,24,5,60,4,42,1
29,32244,3,6,48,0,13,1
41,162444,18,3,58,4,28,0
40,110501,13,10,50,4,36,1
39,142450,20,10,55,0,21,0
39,41956,14,6,57,4,10,0
32,196545,2,2,46,3,12,0
57,169966,15,8,38,3,46,0
37,41709,13,6,50,0,27,1
57,143428,8,4,79,3,3,1
59,40210,6,4,63,5,28,1
48,127081,13,7,40,5,2,0
55,194746,5,3,49,5,28,1
38,125025,20,3,78,2,31,1
34,173805,14,6,79,4,43,1
55,176152,7,9,76,2,21,1
27,149476,33,1,68,3,7,0
33,195781,0,5,45,0,31,1
38,84846,31,1,58,5,14,0
57,90480,4,1,30,0,39,1
33,77960,29,3,47,2,39,1
56,197224,21,3,51,3,9,0
51,183322,19,4,37,4,23,0
22,110765,15,3,36,3,12,0
36,142265,6,6,54,5,29,1
29,73137,6,4,59,3,38,1
29,143922,1,8,63,0,39,1
58,146280,13,1,73,1,22,1
31,68876,30,8,77,5,4,0
42,119547,13,1,70,4,48,1
53,75227,4,1,40,5,7,0
56,188522,10,7,44,5,40,0
43,109433,4,1,64,4,8,1
54,98704,28,9,52,5,35,0
29,31861,10,8,74,0,9,0
44,86914,4,1,50,3,13,0
28,88888,31,2,57,0,39,1
27,104286,14,2,42,3,20,0
56,86293,18,2,63,1,21,1
38,93515,21,6,67,5,47,1
23,179596,33,4,35,1,19,0
48,32065,16,8,73,2,2,0
26,193756,11,1,33,3,44,1
41,113720,24,10,34,0,40,0
48,189437,16,4,69,0,30,1
21,83876,9,10,35,5,23,0
56,179776,27,5,50,0,40,1
41,161694,17,9,57,2,13,0
55,108797,17,5,32,4,33,0
33,116141,31,3,52,0,32,1
30,127390,13,4,37,5,28,0
30,121856,15,10,48,1,24,0
33,91201,17,7,40,0,42,1
57,188766,15,1,79,0,28,1
58,114766,16,6,39,0,30,0
44,47995,6,8,57,5,41,1
22,117320,11,1,49,4,29,1
